ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),TEMPERATURE (F),RELATIVE HUMIDITY (%),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.5654,-1.5562,0.9236,9.6401,-1.5504,0.9134,-0.0747,-0.0058,0.0102,0.0469,-0.0371,0.0624,0,-18.32,-45.46,32.25,144.35,9.1,-84.59,3.1,1016.59,64.4,43,51.735,39.081566,-77.49706,216.13,312.8995927,,0,29.032257,,16 / 22,"$GPRMC,165021,A,3904.893913,N,07729.823862,W,0.0,,150117,0.0,E,D*29::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165021,3904.893913,N,07729.823862,W,2,10,0.7,109.0,M,-42.0,M,,*7E::$GPGSV,3,3,22,27,06,275,14,32,34,261,25,08,02,310,*43::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,22,72,52,338,30,70,00,000,,80,03,019,*58",330007,2017-01-15 16:00:30:739
9.5247,-1.5203,0.917,9.6401,-1.54,0.931,-0.1154,0.0197,-0.0141,0.0454,-0.038,0.0645,0,-15.55,-45.53,30.41,146.52,9.04,-84.48,3.1,1016.55,64.4,43,61.094,39.081566,-77.49706,216.13,312.8508076,,0,29.032257,,16 / 22,"$GPRMC,165030,A,3904.893846,N,07729.823797,W,0.0,,150117,0.0,E,D*2D::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165030,3904.893846,N,07729.823797,W,2,10,0.7,109.0,M,-42.0,M,,*7A::$GPGSV,3,3,22,27,06,275,19,32,34,261,30,08,02,310,*4A::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,22,72,52,338,31,70,00,000,,80,03,019,*59",340008,2017-01-15 16:00:40:738
9.6193,-1.2288,0.9948,9.5722,-1.8506,1.0578,0.0471,0.6218,-0.063,0.0506,-0.053,0.0578,0,-13.64,-40.82,35.77,138.47,10.9,-83.69,3.1,1016.81,64.4,43.3,53.234,39.08156,-77.497055,219.35,312.8508076,,1.8,29.032257,327.9,16 / 22,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,22,32,34,261,26,08,02,310,,20,21,115,*42::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,22,72,52,338,25,70,00,000,,80,03,019,*5C",350009,2017-01-15 16:00:50:738
9.5277,-1.4329,0.3687,9.587,-1.9217,-0.7524,-0.0593,0.4888,1.1211,0.2531,-0.0402,0.1293,0,-12.37,-20.54,9.72,158.64,11.3,-94.49,3.1,1016.77,64.6,43,57.294,39.08141,-77.497246,206.45,312.843824,,18,29.032257,204.3,16 / 22,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,22,27,06,275,21,32,34,261,27,08,02,310,*47::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,22,72,53,340,22,70,00,000,,80,02,019,*54",360008,2017-01-15 16:01:00:738
9.6612,-1.5676,0.9301,9.621,-1.6203,0.9911,0.0402,0.0527,-0.0609,0.0384,-0.038,0.0642,0,-11.05,-20.47,10.42,152.6,9.51,-84.12,3.1,1016.85,64.6,43,47.188,39.081207,-77.49707,206.45,312.843824,,0,29.032257,,16 / 22,"$GPRMC,165101,A,3904.872337,N,07729.824132,W,0.0,,150117,0.0,E,D*22::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165101,3904.872337,N,07729.824132,W,2,10,0.7,106.0,M,-42.0,M,,*7A::$GPGSV,3,3,22,27,06,275,24,32,34,261,30,08,02,310,*44::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,22,72,53,340,25,70,00,000,,80,02,019,*53",370008,2017-01-15 16:01:10:738
8.822,-2.5612,-0.0916,9.4968,-2.4286,0.2877,-0.6748,-0.1326,-0.3793,0.4605,-0.0475,0.0832,0,-12.44,-29.55,0.97,177.52,14.28,-88.35,3.1,1016.77,64.6,42.8,61.157,39.081192,-77.496994,206.45,311.6675254,,9.9,29.032257,112,16 / 22,"$GPRMC,165111,A,3904.871568,N,07729.819452,W,5.3,112.0,150117,0.0,E,D*0B::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165111,3904.871568,N,07729.819452,W,2,10,0.7,106.0,M,-42.0,M,,*79::$GPGSV,3,3,22,27,06,274,25,32,35,261,29,08,02,310,*4D::$GPVTG,112.0,T,112.0,M,5.3,N,9.9,K,D*20::$GLGSV,3,3,22,72,53,340,24,70,00,000,,80,02,019,*52",380007,2017-01-15 16:01:20:738
11.2438,-1.6789,1.1343,9.605,-1.4586,1.337,1.6388,-0.2204,-0.2027,0.042,-0.068,0.1149,0,-14.98,-43.22,0.22,177.33,8.5,-82,3.1,1016.59,64.7,42.8,61.099,39.081493,-77.496445,209.68,311.6675254,,30.6,29.032257,53,16 / 22,"$GPRMC,165120,A,3904.889461,N,07729.786921,W,16.5,53.0,150117,0.0,E,D*06::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165120,3904.889461,N,07729.786921,W,2,10,0.7,107.0,M,-42.0,M,,*75::$GPGSV,3,3,22,24,55,073,31,27,06,274,18,32,35,261,30*43::$GPVTG,53.0,T,53.0,M,16.5,N,30.6,K,D*21::$GLGSV,3,3,22,72,53,340,29,70,00,000,,80,02,019,*5F",390007,2017-01-15 16:01:30:739
10.1478,-0.844,1.2504,9.6851,-0.7175,1.3619,0.4628,-0.1264,-0.1116,0.0561,-0.027,0.0743,0,-12.45,-42.63,-1.58,180.4,4.18,-81.99,3.1,1016.64,64.8,42.6,56.769,39.08192,-77.49571,212.9,313.9583961,,22.5,29.032257,53.9,16 / 22,"$GPRMC,165130,A,3904.915108,N,07729.742679,W,12.1,53.9,150117,0.0,E,D*0A::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165130,3904.915108,N,07729.742679,W,2,10,0.7,108.0,M,-42.0,M,,*7F::$GPGSV,3,3,22,24,55,073,30,27,06,274,17,32,35,261,30*4D::$GPVTG,53.9,T,53.9,M,12.1,N,22.5,K,D*21::$GLGSV,3,3,22,72,53,340,25,70,00,000,,80,02,019,*53",400007,2017-01-15 16:01:40:738
8.928,-2.0081,-1.7125,9.2944,-2.8692,-1.2458,-0.3664,0.861,-0.4666,0.4287,-0.0893,0.1284,0,-15.6,-52.4,22.24,160.38,17.01,-97.63,3.1,1016.76,65,42.3,62.928,39.0821,-77.49543,203.23,313.9583961,,17.1,29.032257,31.4,16 / 22,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,165140,3904.926031,N,07729.726074,W,2,10,0.7,105.0,M,-42.0,M,,*77::$GPGSV,3,3,22,27,06,274,19,32,35,261,28,08,02,310,*43::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,22,72,53,340,30,70,00,000,,80,02,019,*57",410008,2017-01-15 16:01:50:739
9.9599,-0.5596,0.7512,9.7678,-0.1361,0.8609,0.192,-0.4235,-0.1097,0.0533,-0.0225,0.074,0,-16.67,-48.55,26.85,150.01,0.8,-84.96,3.1,1016.74,65.1,42.4,51.788,39.08265,-77.495895,203.23,313.8125917,,17.1,32.258064,323.1,16 / 22,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,22,24,55,073,26,27,06,274,20,32,35,261,30*4E::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,22,72,53,340,30,70,00,000,,80,02,019,*57",420007,2017-01-15 16:02:00:739
9.6181,-1.5508,0.744,9.6384,-1.6357,0.7727,-0.0203,0.0848,-0.0287,0.042,-0.0386,0.0627,0,-16.7,-49.1,29.43,149.19,9.6,-85.41,3.1,1016.64,65.2,42.3,39.977,39.08272,-77.49597,187.1,313.8125917,,0,29.032257,,16 / 22,"$GPRMC,165201,A,3904.963163,N,07729.757694,W,0.0,,150117,0.0,E,D*23::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165201,3904.963163,N,07729.757694,W,2,10,0.7,99.0,M,-42.0,M,,*4C::$GPGSV,3,3,22,24,55,073,24,27,06,274,23,32,35,261,28*46::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,22,72,53,340,29,70,00,000,,80,02,019,*5F",430010,2017-01-15 16:02:10:738
9.6295,-1.4964,0.7655,9.6566,-1.5251,0.7714,-0.0349,0.0252,-0.0124,0.0387,-0.0331,0.0584,0,-16.57,-49.37,29.12,149.16,8.95,-85.44,3.1,1016.64,65.3,42.4,40.971,39.08271,-77.49596,183.87,313.8125917,,0,29.032257,,16 / 22,"$GPRMC,165211,A,3904.962802,N,07729.757600,W,0.0,,150117,0.0,E,D*20::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165211,3904.962802,N,07729.757600,W,2,10,0.7,99.0,M,-42.0,M,,*4F::$GPGSV,3,3,22,24,55,073,25,27,06,274,21,32,35,261,27*4A::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,22,70,00,000,,80,02,019,,88,22,313,*51",440011,2017-01-15 16:02:20:739
9.6283,-1.5437,0.7608,9.657,-1.5199,0.776,-0.0287,-0.0237,-0.0152,0.0478,-0.038,0.0639,0,-16.51,-49.73,29.43,149.63,8.92,-85.4,3.1,1016.63,65.4,42.4,54.727,39.08271,-77.49596,183.87,313.8125917,,0,29.032257,,16 / 22,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,165221,3904.962789,N,07729.757616,W,2,10,0.9,99.0,M,-42.0,M,,*49::$GPGSV,3,3,22,27,06,274,15,32,35,261,28,20,20,115,*42::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,22,80,02,019,,75,05,175,,88,22,313,*52",450008,2017-01-15 16:02:30:738
9.2829,-3.4901,0.8194,9.2225,-3.2522,0.7337,0.0604,-0.2379,0.0857,0.0497,-0.0286,0.0651,0,-17.01,-48.9,26.53,151.09,19.24,-85.49,3.1,1016.68,65.3,42.4,58.44,39.08271,-77.49596,183.87,314.1736363,,0.9,29.032257,311,16 / 22,"$GPRMC,165230,A,3904.962841,N,07729.757680,W,0.5,311.0,150117,0.0,E,D*04::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.1,0.8,0.8*3B::$GPGGA,165230,3904.962841,N,07729.757680,W,2,10,0.8,99.0,M,-42.0,M,,*4C::$GPGSV,3,3,22,24,55,073,28,27,06,274,17,32,35,261,28*4D::$GPVTG,311.0,T,311.0,M,0.5,N,0.9,K,D*2A::$GLGSV,3,3,22,80,02,019,,75,05,175,,88,22,313,*52",460007,2017-01-15 16:02:40:738
9.2847,-2.657,0.5549,9.4492,-2.6071,0.2948,-0.1644,-0.0499,0.26,0.0466,-0.0573,0.0685,0,-14.12,-26.39,34.34,129.63,15.42,-88.21,3.1,1016.51,65.3,42.5,67.93,39.082684,-77.49671,180.65,314.1736363,,45,9.677419,229.9,16 / 22,"$GPRMC,165241,A,3904.961117,N,07729.802664,W,24.3,229.9,150117,0.0,E,D*3D::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165241,3904.961117,N,07729.802664,W,2,10,0.7,98.0,M,-42.0,M,,*48::$GPGSV,3,3,22,27,06,274,22,32,35,261,33,08,02,310,*41::$GPVTG,229.9,T,229.9,M,24.3,N,45.0,K,D*22::$GLGSV,3,3,22,72,53,340,19,70,00,000,,80,02,019,*5C",470008,2017-01-15 16:02:50:739
10.3974,-1.1025,0.896,9.706,-1.015,0.9667,0.6915,-0.0875,-0.0706,0.071,-0.0429,0.0838,0,-14.69,-26.46,33.2,128.26,5.94,-84.31,3.1,1016.4,65.3,42.2,66.527,39.081818,-77.49801,183.87,314.1736363,,61.2,9.677419,229.3,16 / 21,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,21,27,06,274,22,32,35,262,34,08,01,309,*4D::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,21,72,54,343,19,80,02,019,*6C",480007,2017-01-15 16:03:00:738
9.8533,1.8794,0.917,9.6348,1.67,0.7435,0.2186,0.2094,0.1735,0.0356,-0.042,0.0486,0,-13.11,-21.48,29.56,121.41,-9.81,-85.59,3.1,1017.17,65.5,42.3,65.655,39.08067,-77.49913,167.74,313.5867137,,30.6,12.903226,206.9,16 / 21,"$GPRMC,165301,A,3904.839997,N,07729.947679,W,16.5,206.9,150117,0.0,E,D*32::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165301,3904.839997,N,07729.947679,W,2,10,0.7,94.0,M,-42.0,M,,*41::$GPGSV,3,3,21,27,06,274,20,32,35,262,23,08,01,309,*49::$GPVTG,206.9,T,206.9,M,16.5,N,30.6,K,D*21::$GLGSV,3,3,21,72,54,343,26,80,02,019,*60",490015,2017-01-15 16:03:10:738
9.6558,-1.1911,0.6853,9.6851,-1.3806,0.6805,-0.0293,0.1895,0.0048,0.0423,-0.0362,0.0657,0,-13.56,-23.26,31.19,127.44,8.09,-85.98,3.1,1017.15,65.6,42.2,52.464,39.080566,-77.499176,177.42,313.5867137,,0,9.677419,,16 / 21,"$GPRMC,165310,A,3904.833930,N,07729.950762,W,0.0,,150117,0.0,E,D*29::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165310,3904.833930,N,07729.950762,W,2,10,0.7,97.0,M,-42.0,M,,*48::$GPGSV,3,3,21,24,55,071,22,27,06,274,22,32,35,262,23*48::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,21,72,54,343,14,80,02,019,*61",500007,2017-01-15 16:03:20:739
9.6636,-1.1791,0.6764,9.7121,-1.1725,0.6859,-0.0485,-0.0066,-0.0096,0.0454,-0.0405,0.0654,0,-12.09,-21.13,30.24,125.6,6.86,-85.96,3.1,1017.17,65.6,42.4,49.52,39.080563,-77.49919,180.65,299.0733676,,0,9.677419,,16 / 21,"$GPRMC,165321,A,3904.833824,N,07729.951443,W,0.0,,150117,0.0,E,D*2E::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165321,3904.833824,N,07729.951443,W,2,10,0.7,98.0,M,-42.0,M,,*40::$GPGSV,3,3,21,24,55,071,17,27,06,274,16,32,35,262,22*48::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,21,72,54,343,21,80,02,019,*67",510007,2017-01-15 16:03:30:739
8.2426,-2.9227,3.2178,9.0599,-3.3792,1.6337,-0.8138,0.4631,1.5784,-0.3605,0.0026,0.0731,0,-15.41,-28.99,35.85,128.35,20.07,-79.84,3.1,1017.22,65.6,42.4,66.652,39.08051,-77.49923,183.87,299.0733676,,7.2,12.903226,220.6,16 / 21,"$GPRMC,165330,A,3904.830544,N,07729.954092,W,3.9,220.6,150117,0.0,E,D*09::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165330,3904.830544,N,07729.954092,W,2,10,0.7,99.0,M,-42.0,M,,*44::$GPGSV,3,3,21,24,55,071,21,27,06,274,27,32,35,262,26*4B::$GPVTG,220.6,T,220.6,M,3.9,N,7.2,K,D*29::$GLGSV,3,3,21,72,54,343,17,80,02,019,*62",520007,2017-01-15 16:03:40:740
9.1692,-1.9184,0.1939,9.6275,-1.822,0.4016,-0.6479,-0.155,0.3632,0.0564,-0.0487,0.0572,0,-16.64,-46.12,33.94,144.2,10.71,-87.61,3.1,1017.09,65.7,42.2,71.166,39.081017,-77.50061,174.19,298.2749594,,79.2,29.032257,302.3,16 / 21,"$GPRMC,165340,A,3904.861025,N,07730.036239,W,42.8,302.3,150117,0.0,E,D*3E::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,165340,3904.861025,N,07730.036239,W,2,10,0.7,96.0,M,-42.0,M,,*4C::$GPGSV,3,3,21,24,55,071,29,27,06,274,20,32,35,262,26*44::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,21,72,54,343,19,80,02,019,*6C",530007,2017-01-15 16:03:50:739
9.5319,-1.1049,0.5483,9.7118,-1.1877,0.6633,-0.1799,0.0827,-0.115,0.0472,-0.0576,0.0548,0,-17.17,-45.68,33.57,143.51,6.97,-86.07,3.1,1017.8,65.8,42.2,70.199,39.08225,-77.503105,145.16,298.2749594,,96.3,29.032257,302.1,16 / 21,"$GPRMC,165350,A,3904.935002,N,07730.186384,W,52.0,302.1,150117,0.0,E,D*3C::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165350,3904.935002,N,07730.186384,W,2,10,0.7,87.0,M,-42.0,M,,*45::$GPGSV,3,3,21,24,55,071,30,27,06,274,18,32,35,262,18*4A::$GPVTG,302.1,T,302.1,M,52.0,N,96.3,K,D*2D::$GLGSV,3,3,21,72,54,343,12,80,02,019,*67",540007,2017-01-15 16:04:00:739
9.2494,-1.2923,0.5698,9.6955,-1.1941,0.8615,-0.4461,-0.0981,-0.2916,0.0445,-0.0429,0.07,0,-17,-45.57,32.77,144.03,6.99,-84.92,3.1,1018.15,65.8,42.2,71.383,39.083546,-77.50577,145.16,267.9190801,,99,29.032257,302.1,16 / 21,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,21,24,55,071,32,27,06,274,23,32,35,262,19*41::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,21,72,54,343,22,80,02,019,*64",550008,2017-01-15 16:04:10:738
9.5864,-0.9852,1.075,9.7161,-1.0577,0.806,-0.1297,0.0725,0.269,0.0472,-8.00E-04,0.0838,0,-17.05,-46.27,33.12,144.04,6.19,-85.26,3.1,1018.69,65.9,42,71.808,39.084873,-77.50846,135.48,267.9190801,,100.8,29.032257,302.1,16 / 21,"$GPRMC,165410,A,3905.092365,N,07730.508055,W,54.4,302.1,150117,0.0,E,D*37::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165410,3905.092365,N,07730.508055,W,2,10,0.7,84.0,M,-42.0,M,,*4F::$GPGSV,3,3,21,24,55,071,29,27,06,274,17,32,35,262,18*4D::$GPVTG,302.1,T,302.1,M,54.4,N,100.8,K,D*1A::$GLGSV,3,3,21,72,54,343,19,80,02,019,*6C",560008,2017-01-15 16:04:20:739
11.3365,-1.8148,0.4615,9.6841,-1.361,0.7317,0.4769,-0.033,-0.6473,0.0677,0.0133,0.0734,0,-42.08,-38.89,55.67,129.36,7.99,-85.75,3.1,1019.36,66,42,71.072,39.08621,-77.51118,109.68,237.5894334,,98.1,29.032257,301.5,16 / 21,"$GPRMC,165421,A,3905.180128,N,07730.686995,W,53.5,300.8,150117,0.0,E,D*31::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165421,3905.180128,N,07730.686995,W,2,10,0.7,77.0,M,-42.0,M,,*48::$GPGSV,3,3,21,24,55,071,30,27,06,274,20,32,35,262,27*4D::$GPVTG,300.8,T,300.8,M,53.5,N,99.0,K,D*25::$GLGSV,3,3,21,72,54,343,23,80,02,019,*65",570007,2017-01-15 16:04:30:738
9.5906,-1.6765,0.1993,9.6148,-1.8928,0.3793,-0.0242,0.2163,-0.1799,0.0527,-0.0215,0.0523,0,-16.15,-44.06,33.8,143.05,11.13,-87.74,3.1,1018.92,66.2,41.9,70.756,39.087475,-77.51403,119.35,237.5894334,,108,29.032257,300.6,16 / 21,"$GPRMC,165430,A,3905.248573,N,07730.841835,W,58.3,300.6,150117,0.0,E,D*31::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165430,3905.248573,N,07730.841835,W,2,10,0.7,79.0,M,-42.0,M,,*45::$GPGSV,3,3,21,24,54,070,30,27,05,272,17,32,36,262,26*4E::$GPVTG,300.6,T,300.6,M,58.3,N,108.0,K,D*11::$GLGSV,3,3,21,72,54,343,23,80,02,019,*65",580008,2017-01-15 16:04:40:741
9.9317,-1.3874,0.1353,9.6806,-1.3986,0.7075,0.2512,0.0112,-0.5723,0.0539,-0.064,0.0596,0,-16.09,-43.62,33.18,143.14,8.18,-85.75,3.1,1018.46,66.2,41.7,67.766,39.088745,-77.51698,132.26,239.6375804,,100.8,29.032257,298.8,16 / 21,"$GPRMC,165440,A,3905.324684,N,07731.018844,W,54.4,298.8,150117,0.0,E,D*30::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165440,3905.324684,N,07731.018844,W,2,10,0.7,83.0,M,-42.0,M,,*44::$GPGSV,3,3,21,27,05,272,21,32,36,262,25,08,01,309,*48::$GPVTG,298.8,T,298.8,M,54.4,N,100.8,K,D*1A::$GLGSV,3,3,21,72,54,343,27,80,02,019,*61",590007,2017-01-15 16:04:50:738
8.8831,-1.1971,0.6782,9.6918,-1.2876,0.7631,-0.8087,0.0905,-0.0849,0.0442,-0.0585,0.067,0,-16.68,-43.3,33.66,141.63,7.54,-85.5,3.1,1017.44,66.3,41.6,68.616,39.08992,-77.51971,154.84,239.6375804,,95.4,29.032257,298.8,16 / 21,"$GPRMC,165450,A,3905.395088,N,07731.182394,W,51.5,298.8,150117,0.0,E,D*31::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,165450,3905.395088,N,07731.182394,W,2,10,0.7,90.0,M,-42.0,M,,*43::$GPGSV,3,3,21,27,05,272,14,32,36,262,23,08,01,309,*48::$GPVTG,298.8,T,298.8,M,51.5,N,95.4,K,D*2F::$GLGSV,3,3,21,72,54,344,28,80,01,018,*6B",600007,2017-01-15 16:05:00:739
9.6798,-1.5993,1.2773,9.6202,-1.6289,0.9848,0.0596,0.0296,0.2925,0.0338,-0.035,0.0633,0,-16.83,-45.52,33.47,144.02,9.57,-84.14,3.1,1017.06,66.6,41.5,70.055,39.091076,-77.5224,164.52,286.2764847,,97.2,29.032257,299.1,16 / 21,"$GPRMC,165501,A,3905.471888,N,07731.360915,W,53.0,299.7,150117,0.0,E,D*35::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165501,3905.471888,N,07731.360915,W,2,10,0.7,93.0,M,-42.0,M,,*4D::$GPGSV,3,3,21,27,05,272,21,32,36,262,26,08,01,309,*4B::$GPVTG,299.7,T,299.7,M,53.0,N,98.1,K,D*20::$GLGSV,3,3,21,72,54,344,20,80,01,018,*63",610011,2017-01-15 16:05:10:739
9.7133,-1.1007,1.4018,9.681,-1.1068,1.1066,0.0323,0.0061,0.2952,0.0246,-0.0423,0.0734,0,-16.41,-47.1,31.38,145.86,6.47,-83.48,3.1,1017.68,66.6,41.3,68.741,39.092663,-77.52524,148.39,286.2764847,,98.1,9.677419,310.9,16 / 21,"$GPRMC,165511,A,3905.559766,N,07731.514312,W,53.0,310.9,150117,0.0,E,D*36::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165511,3905.559766,N,07731.514312,W,2,10,0.7,88.0,M,-42.0,M,,*4A::$GPGSV,3,3,21,24,54,070,24,27,05,272,18,32,36,262,28*4A::$GPVTG,310.9,T,310.9,M,53.0,N,98.1,K,D*20::$GLGSV,3,3,21,72,54,344,26,80,01,018,*65",620007,2017-01-15 16:05:20:738
9.6726,-1.4425,0.7602,9.6935,-1.2603,0.7863,-0.0209,-0.1822,-0.0261,0.0561,-0.0402,0.0694,0,-17.84,-46.95,26.87,149.74,7.36,-85.35,3.1,1017.11,66.6,41.2,67.335,39.09422,-77.52711,164.52,275.4711297,,92.7,12.903226,318.5,16 / 21,"$GPRMC,165520,A,3905.653154,N,07731.626508,W,50.1,318.5,150117,0.0,E,D*33::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165520,3905.653154,N,07731.626508,W,2,10,0.7,93.0,M,-42.0,M,,*43::$GPGSV,3,3,21,24,54,070,23,27,05,272,20,32,36,262,33*4C::$GPVTG,318.5,T,318.5,M,50.1,N,92.7,K,D*2E::$GLGSV,3,3,21,72,54,344,30,80,01,018,*62",630007,2017-01-15 16:05:30:738
9.0944,-0.4196,0.662,9.7789,-0.5973,0.4324,-0.6845,0.1778,0.2296,0.0414,-0.0594,0.0477,0,-16.42,-45.92,32.2,145.09,3.54,-87.48,3.1,1016.79,66.8,41.1,66.646,39.09572,-77.52918,180.65,275.4711297,,81.9,12.903226,308.9,16 / 21,"$GPRMC,165530,A,3905.743291,N,07731.751024,W,44.2,308.9,150117,0.0,E,D*39::$GPGSA,A,3,10,12,14,15,18,20,21,24,27,32,,,1.0,0.7,0.7*3A::$GPGGA,165530,3905.743291,N,07731.751024,W,2,10,0.7,98.0,M,-42.0,M,,*49::$GPGSV,3,1,21,08,01,309,20,10,54,316,32,12,07,119,21,14,14,251,30*77::$GPVTG,308.9,T,308.9,M,44.2,N,81.9,K,D*24::$GLGSV,3,3,21,72,54,344,20,80,01,018,*63",640008,2017-01-15 16:05:40:738
9.9713,0.7763,0.3077,9.785,0.3636,0.5406,0.1863,0.4128,-0.2329,0.0417,-0.0325,0.0508,0,-15.49,-46.55,31.99,144.81,-2.12,-86.84,3.1,1017.26,66.7,41.2,66.6,39.096645,-77.5307,174.19,294.1251996,,37.8,9.677419,307.4,16 / 21,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,2,21,15,22,063,21,18,80,036,31,20,19,116,21,21,41,194,31*78::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,21,72,54,344,20,80,01,018,*63",650007,2017-01-15 16:05:50:739
